code,term
10327003,Cocaine-induced mood disorder
10650000,Poisoning caused by ketamine
1065321000000102,Injury following organic hallucinogen use
1066421000000104,Injury following industrial alcohol use
1082601000119104,Ascites due to alcoholic cirrhosis
1082611000119101,Ascites due to alcoholic hepatitis
1082621000119108,Hepatic coma due to alcoholic liver failure
10847541000119100,Adverse reaction caused by valproic acid
1085021000119106,Hepatic ascites due to chronic alcoholic hepatitis
10851061000119101,Adverse reaction caused by methamphetamine
10851141000119101,Adverse reaction caused by psychotropic agent
1087451000000109,Late onset alcohol-induced psychosis
1087481000000103,Late onset cocaine-induced psychosis
1087491000000101,Late onset lysergic acid diethylamide-induced psychosis
1087501000000107,Late onset cannabinoid-induced psychosis
1087511000000109,Late onset amphetamine-induced psychosis
1094151000000108,Harmful use of alcohol
1094161000000106,Harmful use of amphetamine
1094171000000104,Harmful use of cannabis
1094181000000102,Harmful use of Catha edulis
1094191000000100,Harmful use of cocaine
1094201000000103,Harmful use of hallucinogen
1094211000000101,Harmful use of inhalant
1094221000000107,Harmful use of methanol
1094231000000109,Harmful use of opioid
1094241000000100,Harmful use of sedative
1094251000000102,Harmful use of barbiturate
1094261000000104,Harmful use of stimulant
1094271000000106,Harmful use of synthetic cannabinoid
1094281000000108,Harmful use of synthetic cathinone
10976971000119109,Metamfetamine overdose
11047881000119101,Cannabis hyperemesis syndrome co-occurrent and due to cannabis abuse
11048011000119103,Cannabis hyperemesis syndrome co-occurrent and due to cannabis dependence
111480006,Psychoactive substance-induced organic dementia
111766000,Poisoning caused by tranquilizer
11387009,Organic mental disorder caused by psychoactive substance
1144836000,Poisoning caused by valproate
1148671008,Amfetamine and/or amfetamine derivative overdose
1148674000,Accidental amfetamine and/or amfetamine derivative overdose
1149239002,Overdose of lysergic acid diethylamide
1149328002,Cannabis poisoning
1149333003,Acute alcohol intoxication
1149353004,Psychoactive substance-induced intoxication
1153338005,Osteonecrosis caused by alcohol
1155772001,Intoxication caused by central stimulant
1157240004,Amfetamine and/or amfetamine derivative intoxication
1162803009,Valproate overdose
1187219008,Disorder caused by psychoactive substance
1187220002,Disorder caused by cocaine
1197698005,Esophageal varices with bleeding due to alcoholic liver disease
1197724009,Duodenal ulcer caused by alcohol
1230071005,"Amfetamine and/or amfetamine derivative abuse, episodic"
1230072003,"Amfetamine and/or amfetamine derivative abuse, continuous"
1230074002,"Nondependent hypnotic abuse, episodic"
1230075001,"Nondependent anxiolytic abuse, episodic"
1230076000,"Nondependent anxiolytic abuse, continuous"
1230077009,"Nondependent hypnotic abuse, continuous"
1230078004,Nondependent anxiolytic abuse in remission
1230079007,Nondependent hypnotic abuse in remission
1230080005,Nondependent anxiolytic abuse
1230081009,Nondependent hypnotic abuse
1230082002,Nondependent psychostimulant abuse in remission
1230084001,"Nondependent psychostimulant abuse, continuous"
1230085000,"Nondependent amfetamine and/or amfetamine derivative abuse, continuous"
1230086004,"Nondependent psychostimulant abuse, episodic"
1230087008,"Nondependent amfetamine and/or amfetamine derivative abuse, episodic"
1230088003,Nondependent amfetamine and/or amfetamine derivative abuse
1230089006,Nondependent psychostimulant abuse
1231846001,Psychosis caused by ethanol
1234750000,Dilated cardiomyopathy caused by ethanol
1234767007,Duodenitis caused by ethanol
1234772003,Neurological disorder caused by ethanol
1234773008,Aggression caused by ethanol
1234774002,Cognitive impairment caused by ethanol
1234776000,Sleep disorder caused by ethanol
1234778004,Steatohepatitis caused by ethanol
1234779007,Mood disorder caused by ethanol
1234780005,Mood disorder with mixed manic and depressive symptoms caused by ethanol
1234781009,Mood disorder with manic symptoms caused by ethanol
1234783007,Organic mental disorder caused by ethanol
12380008,"Sedative, hypnotic AND/OR anxiolytic-induced sexual dysfunction"
12398201000119102,Anxiety disorder caused by methamphetamine
12398321000119100,Mood disorder caused by methamphetamine
12398361000119105,Mental disorder caused by methamphetamine
12398571000119105,Methamphetamine intoxication
1255408003,Adverse reaction caused by ethanol
1255409006,Adverse reaction caused by alcoholic beverage
125851000119106,Continuous sedative abuse
1259867005,Delayed headache caused by alcohol
1264073006,Neonatal disorder caused by hallucinogenic agent transmitted via breast milk
1264172003,Fetal disorder caused by maternal alcohol dependence transmitted via placenta
1268343004,Poisoning caused by opium
12898000,Poisoning caused by pentazocine
129878006,Dysfunctional family due to alcoholism
13187008,Poisoning caused by heroin
133301000119102,Degenerative brain disorder caused by alcohol
133361000119101,Retinopathy caused by trifluoperazine
135301000119103,Parasomnia caused by alcohol
135311000119100,Insomnia caused by alcohol
135321000119107,Hypersomnia caused by alcohol
135331000119105,Disorder of sleep-wake cycle caused by alcohol
135761000119101,Cerebral degeneration due to alcoholism
145101000119102,Intravenous cocaine abuse
145841000119107,Episodic phencyclidine abuse
1465231000000100,Cystitis caused by ketamine
15167005,Alcohol abuse
15244003,Neuroleptic malignant syndrome
15277004,Hallucinogen-induced anxiety disorder
154211000119108,Chronic pancreatitis due to chronic alcoholism
15921731000119106,Psychotic disorder caused by methamphetamine
16236661000119100,Delirium due to methamphetamine intoxication
16292008,Cannabis sativa poisoning
163184002,On examination - breath - alcohol smell
1686006,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder"
18052008,Poisoning caused by meperidine
18653004,Alcohol intoxication delirium
18689007,Inhalant intoxication delirium
18768006,Phenanthrene derivative poisoning
18869009,Chlorpromazine pigmentation
191471000,Korsakov's alcoholic psychosis with peripheral neuritis
191475009,Chronic alcoholic brain syndrome
191476005,Alcohol withdrawal hallucinosis
191478006,Alcoholic paranoia
191882002,"Nondependent alcohol abuse, continuous"
191883007,"Nondependent alcohol abuse, episodic"
191884001,Nondependent alcohol abuse in remission
191891003,Nondependent cannabis abuse
191893000,"Nondependent cannabis abuse, continuous"
191894006,"Nondependent cannabis abuse, episodic"
191895007,Nondependent cannabis abuse in remission
191899001,"Nondependent hallucinogen abuse, continuous"
191900006,"Nondependent hallucinogen abuse, episodic"
191901005,Nondependent hallucinogen abuse in remission
191916008,Nondependent cocaine abuse
191918009,"Nondependent cocaine abuse, continuous"
191919001,"Nondependent cocaine abuse, episodic"
191920007,Nondependent cocaine abuse in remission
191928000,Abuse of antidepressant drug
191930003,"Nondependent antidepressant type drug abuse, continuous"
191931004,"Nondependent antidepressant type drug abuse, episodic"
191932006,Nondependent antidepressant type drug abuse in remission
192811002,Alcoholic encephalopathy
19303008,Alcohol myopathy
1973000,"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions"
201371000000107,Urine cocaine positive
2043009,Alcoholic gastritis
204641000000107,Episodic nondependent crack cocaine abuse
205788004,Fetal alcohol syndrome
20871009,Phencyclidine intoxication
20876004,Inhalant-induced anxiety disorder
21007002,Wernicke's disease
216463005,Accidental poisoning caused by heroin
216466002,Accidental poisoning caused by codeine
216467006,Accidental poisoning caused by pethidine
216468001,Accidental poisoning caused by morphine
216469009,Accidental poisoning caused by opium
216494005,Accidental poisoning caused by pentazocine
216583009,Accidental poisoning caused by cocaine
216633005,Accidental poisoning caused by alcoholic beverage
216635003,Accidental poisoning caused by denatured alcohol
216636002,Accidental poisoning caused by methylated spirit
21831000119109,Psychotic disorder caused by phencyclidine
21841000119100,Organic mental disorder caused by phencyclidine
218764006,Adverse reaction caused by spiperone
218790009,Adverse reaction caused by hallucinogen
218791008,Adverse reaction caused by cannabis
218792001,Adverse reaction caused by lysergide
218794000,Adverse reaction caused by mescaline
218795004,Adverse reaction caused by psilocin
218796003,Adverse reaction caused by psilocybin
22574000,Cocaine-induced sleep disorder
22719003,Acute akathisia caused by neuroleptic
228322009,Drinking episode
228323004,Drinking bout
228324005,Drinking session
228325006,Heavy drinking session
228326007,Drinking binge
228327003,Drinking day
228354000,Drunk driving
228355004,Charged with drunk driving offence
228356003,Convicted of drunk driving
230353003,Morel laminar sclerosis
230800004,Alcoholic coma
234341005,Alcohol-related macrocytosis
234366009,Alcohol-related sideroblastic anemia
23527004,Cannabis intoxication
235875008,Alcoholic hepatitis
235880004,Alcoholic fibrosis and sclerosis of liver
235881000,Alcoholic hepatic failure
235942001,Alcohol-induced acute pancreatitis
235952002,Alcohol-induced chronic pancreatitis
237641009,Alcohol-induced hypoglycemia
237738005,Alcohol-induced pseudo-Cushing's syndrome
241750009,Poisoning caused by dihydrocodeine
241761001,Poisoning caused by crack cocaine
242263000,Accidental exposure to alcohol
242265007,Accidental exposure to ethanol
